CatBoostRegressor_opt,CatBoostRegressor,GradientBoostingRegressor,ExtraTreesRegressor,MLPRegressor,XGBRegressor,RandomForestRegressor,SVR,AdaBoostRegressor,Ridge,ElasticNetCV,LinearRegression,KNeighborsRegressor,DummyRegressor
0.0,0.007637720442619622,0.011768571233563119,0.019458944193050665,0.02119302212454849,0.04781634554953795,0.06062773643346975,0.10107190925451182,0.10501728556399115,0.13737147060570726,0.14211242557987241,0.14801875751201,0.15322570663861612,0.7548893603551599
-0.007637720442619622,0.0,0.004130850790943497,0.011821223750431042,0.013555301681928866,0.04017862510691833,0.052990015990850126,0.0934341888118922,0.09737956512137153,0.12973375016308764,0.1344747051372528,0.14038103706939037,0.1455879861959965,0.7472516399125402
-0.011768571233563119,-0.004130850790943497,0.0,0.007690372959487546,0.00942445089098537,0.036047774315974834,0.04885916519990663,0.0893033380209487,0.09324871433042803,0.12560289937214414,0.1303438543463093,0.13625018627844687,0.141457135405053,0.7431207891215967
-0.019458944193050665,-0.011821223750431042,-0.007690372959487546,0.0,0.0017340779314978239,0.02835740135648729,0.04116879224041908,0.08161296506146115,0.08555834137094048,0.1179125264126566,0.12265348138682175,0.12855981331895933,0.13376676244556546,0.7354304161621091
-0.02119302212454849,-0.013555301681928866,-0.00942445089098537,-0.0017340779314978239,0.0,0.026623323424989465,0.03943471430892126,0.07987888712996333,0.08382426343944266,0.11617844848115877,0.12091940345532393,0.1268257353874615,0.13203268451406763,0.7336963382306113
-0.04781634554953795,-0.04017862510691833,-0.036047774315974834,-0.02835740135648729,-0.026623323424989465,0.0,0.012811390883931795,0.05325556370497386,0.057200940014453194,0.0895551250561693,0.09429608003033446,0.10020241196247204,0.10540936108907817,0.7070730148056219
-0.06062773643346975,-0.052990015990850126,-0.04885916519990663,-0.04116879224041908,-0.03943471430892126,-0.012811390883931795,0.0,0.04044417282104207,0.0443895491305214,0.07674373417223751,0.08148468914640267,0.08739102107854024,0.09259797020514637,0.6942616239216901
-0.10107190925451182,-0.0934341888118922,-0.0893033380209487,-0.08161296506146115,-0.07987888712996333,-0.05325556370497386,-0.04044417282104207,0.0,0.0039453763094793315,0.03629956135119544,0.0410405163253606,0.046946848257498175,0.052153797384104306,0.653817451100648
-0.10501728556399115,-0.09737956512137153,-0.09324871433042803,-0.08555834137094048,-0.08382426343944266,-0.057200940014453194,-0.0443895491305214,-0.0039453763094793315,0.0,0.03235418504171611,0.03709514001588127,0.04300147194801884,0.048208421074624974,0.6498720747911686
-0.13737147060570726,-0.12973375016308764,-0.12560289937214414,-0.1179125264126566,-0.11617844848115877,-0.0895551250561693,-0.07674373417223751,-0.03629956135119544,-0.03235418504171611,0.0,0.004740954974165157,0.010647286906302733,0.015854236032908864,0.6175178897494525
-0.14211242557987241,-0.1344747051372528,-0.1303438543463093,-0.12265348138682175,-0.12091940345532393,-0.09429608003033446,-0.08148468914640267,-0.0410405163253606,-0.03709514001588127,-0.004740954974165157,0.0,0.005906331932137576,0.011113281058743707,0.6127769347752874
-0.14801875751201,-0.14038103706939037,-0.13625018627844687,-0.12855981331895933,-0.1268257353874615,-0.10020241196247204,-0.08739102107854024,-0.046946848257498175,-0.04300147194801884,-0.010647286906302733,-0.005906331932137576,0.0,0.005206949126606131,0.6068706028431499
-0.15322570663861612,-0.1455879861959965,-0.141457135405053,-0.13376676244556546,-0.13203268451406763,-0.10540936108907817,-0.09259797020514637,-0.052153797384104306,-0.048208421074624974,-0.015854236032908864,-0.011113281058743707,-0.005206949126606131,0.0,0.6016636537165436
-0.7548893603551599,-0.7472516399125402,-0.7431207891215967,-0.7354304161621091,-0.7336963382306113,-0.7070730148056219,-0.6942616239216901,-0.653817451100648,-0.6498720747911686,-0.6175178897494525,-0.6127769347752874,-0.6068706028431499,-0.6016636537165436,0.0
