CatBoostRegressor_opt,CatBoostRegressor,GradientBoostingRegressor,ExtraTreesRegressor,MLPRegressor,XGBRegressor,RandomForestRegressor,SVR,AdaBoostRegressor,Ridge,ElasticNetCV,LinearRegression,KNeighborsRegressor,DummyRegressor
0.0,0.004224701608807613,0.00665199381392767,0.010764072284016324,0.012114393843147608,0.029206155617250706,0.03566402187302453,0.06219625954748753,0.06557204356835988,0.09185319268113967,0.09648508656250343,0.10285011631772811,0.10338040279531413,0.9495998366307254
-0.004224701608807613,0.0,0.0024272922051200574,0.006539370675208711,0.007889692234339996,0.024981454008443094,0.03143932026421692,0.05797155793867992,0.06134734195955227,0.08762849107233206,0.09226038495369582,0.0986254147089205,0.09915570118650652,0.9453751350219178
-0.00665199381392767,-0.0024272922051200574,0.0,0.004112078470088654,0.005462400029219938,0.022554161803323036,0.02901202805909686,0.05554426573355986,0.05892004975443221,0.085201198867212,0.08983309274857576,0.09619812250380044,0.09672840898138646,0.9429478428167978
-0.010764072284016324,-0.006539370675208711,-0.004112078470088654,0.0,0.0013503215591312845,0.018442083333234383,0.024899949589008208,0.05143218726347121,0.05480797128434356,0.08108912039712335,0.0857210142784871,0.09208604403371179,0.0926163305112978,0.9388357643467091
-0.012114393843147608,-0.007889692234339996,-0.005462400029219938,-0.0013503215591312845,0.0,0.017091761774103098,0.023549628029876923,0.05008186570433992,0.053457649725212275,0.07973879883799206,0.08437069271935582,0.0907357224745805,0.09126600895216652,0.9374854427875778
-0.029206155617250706,-0.024981454008443094,-0.022554161803323036,-0.018442083333234383,-0.017091761774103098,0.0,0.006457866255773825,0.032990103930236825,0.03636588795110918,0.06264703706388897,0.06727893094525272,0.0736439607004774,0.07417424717806342,0.9203936810134747
-0.03566402187302453,-0.03143932026421692,-0.02901202805909686,-0.024899949589008208,-0.023549628029876923,-0.006457866255773825,0.0,0.026532237674463,0.02990802169533535,0.05618917080811514,0.0608210646894789,0.06718609444470358,0.0677163809222896,0.9139358147577009
-0.06219625954748753,-0.05797155793867992,-0.05554426573355986,-0.05143218726347121,-0.05008186570433992,-0.032990103930236825,-0.026532237674463,0.0,0.003375784020872352,0.02965693313365214,0.0342888270150159,0.04065385677024058,0.0411841432478266,0.8874035770832379
-0.06557204356835988,-0.06134734195955227,-0.05892004975443221,-0.05480797128434356,-0.053457649725212275,-0.03636588795110918,-0.02990802169533535,-0.003375784020872352,0.0,0.02628114911277979,0.030913042994143547,0.03727807274936823,0.03780835922695425,0.8840277930623656
-0.09185319268113967,-0.08762849107233206,-0.085201198867212,-0.08108912039712335,-0.07973879883799206,-0.06264703706388897,-0.05618917080811514,-0.02965693313365214,-0.02628114911277979,0.0,0.004631893881363758,0.01099692363658844,0.011527210114174458,0.8577466439495858
-0.09648508656250343,-0.09226038495369582,-0.08983309274857576,-0.0857210142784871,-0.08437069271935582,-0.06727893094525272,-0.0608210646894789,-0.0342888270150159,-0.030913042994143547,-0.004631893881363758,0.0,0.006365029755224683,0.0068953162328107,0.853114750068222
-0.10285011631772811,-0.0986254147089205,-0.09619812250380044,-0.09208604403371179,-0.0907357224745805,-0.0736439607004774,-0.06718609444470358,-0.04065385677024058,-0.03727807274936823,-0.01099692363658844,-0.006365029755224683,0.0,0.0005302864775860172,0.8467497203129973
-0.10338040279531413,-0.09915570118650652,-0.09672840898138646,-0.0926163305112978,-0.09126600895216652,-0.07417424717806342,-0.0677163809222896,-0.0411841432478266,-0.03780835922695425,-0.011527210114174458,-0.0068953162328107,-0.0005302864775860172,0.0,0.8462194338354113
-0.9495998366307254,-0.9453751350219178,-0.9429478428167978,-0.9388357643467091,-0.9374854427875778,-0.9203936810134747,-0.9139358147577009,-0.8874035770832379,-0.8840277930623656,-0.8577466439495858,-0.853114750068222,-0.8467497203129973,-0.8462194338354113,0.0
