CatBoostRegressor,XGBRegressor,ExtraTreesRegressor,CatBoostRegressor_opt,RandomForestRegressor,GradientBoostingRegressor,SVR,MLPRegressor,DummyRegressor,KNeighborsRegressor,AdaBoostRegressor,Ridge,ElasticNetCV,LinearRegression
0.0,0.08824935071156881,0.1124610337623243,0.13785194236123932,0.14926482112799488,0.16140761966056072,0.21019695107077263,0.31733772089353685,0.5162603725982781,0.7505355702353215,0.8390734772706204,1.1198965111163646,1.202812697705272,1.2682866007543723
-0.08824935071156881,0.0,0.024211683050755495,0.04960259164967051,0.061015470416426076,0.07315826894899191,0.12194760035920382,0.22908837018196804,0.42801102188670925,0.6622862195237527,0.7508241265590516,1.0316471604047956,1.114563346993703,1.1800372500428036
-0.1124610337623243,-0.024211683050755495,0.0,0.02539090859891502,0.03680378736567058,0.04894658589823642,0.09773591730844833,0.20487668713121254,0.40379933883595376,0.6380745364729972,0.7266124435082961,1.0074354773540402,1.0903516639429476,1.155825566992048
-0.13785194236123932,-0.04960259164967051,-0.02539090859891502,0.0,0.011412878766755563,0.023555677299321398,0.07234500870953331,0.17948577853229752,0.37840843023703874,0.6126836278740821,0.7012215349093811,0.9820445687551251,1.0649607553440326,1.130434658393133
-0.14926482112799488,-0.061015470416426076,-0.03680378736567058,-0.011412878766755563,0.0,0.012142798532565835,0.060932129942777746,0.16807289976554196,0.3669955514702832,0.6012707491073266,0.6898086561426255,0.9706316899883696,1.053547876577277,1.1190217796263775
-0.16140761966056072,-0.07315826894899191,-0.04894658589823642,-0.023555677299321398,-0.012142798532565835,0.0,0.04878933141021191,0.15593010123297613,0.35485275293771734,0.5891279505747608,0.6776658576100597,0.9584888914558037,1.0414050780447113,1.1068789810938116
-0.21019695107077263,-0.12194760035920382,-0.09773591730844833,-0.07234500870953331,-0.060932129942777746,-0.04878933141021191,0.0,0.10714076982276421,0.30606342152750543,0.5403386191645488,0.6288765261998478,0.9096995600455918,0.9926157466344993,1.0580896496835996
-0.31733772089353685,-0.22908837018196804,-0.20487668713121254,-0.17948577853229752,-0.16807289976554196,-0.15593010123297613,-0.10714076982276421,0.0,0.19892265170474122,0.4331978493417846,0.5217357563770836,0.8025587902228276,0.885474976811735,0.9509488798608355
-0.5162603725982781,-0.42801102188670925,-0.40379933883595376,-0.37840843023703874,-0.3669955514702832,-0.35485275293771734,-0.30606342152750543,-0.19892265170474122,0.0,0.2342751976370434,0.32281310467234237,0.6036361385180864,0.6865523251069938,0.7520262281560943
-0.7505355702353215,-0.6622862195237527,-0.6380745364729972,-0.6126836278740821,-0.6012707491073266,-0.5891279505747608,-0.5403386191645488,-0.4331978493417846,-0.2342751976370434,0.0,0.08853790703529896,0.369360940881043,0.4522771274699504,0.5177510305190509
-0.8390734772706204,-0.7508241265590516,-0.7266124435082961,-0.7012215349093811,-0.6898086561426255,-0.6776658576100597,-0.6288765261998478,-0.5217357563770836,-0.32281310467234237,-0.08853790703529896,0.0,0.28082303384574403,0.36373922043465146,0.42921312348375196
-1.1198965111163646,-1.0316471604047956,-1.0074354773540402,-0.9820445687551251,-0.9706316899883696,-0.9584888914558037,-0.9096995600455918,-0.8025587902228276,-0.6036361385180864,-0.369360940881043,-0.28082303384574403,0.0,0.08291618658890743,0.14839008963800793
-1.202812697705272,-1.114563346993703,-1.0903516639429476,-1.0649607553440326,-1.053547876577277,-1.0414050780447113,-0.9926157466344993,-0.885474976811735,-0.6865523251069938,-0.4522771274699504,-0.36373922043465146,-0.08291618658890743,0.0,0.0654739030491005
-1.2682866007543723,-1.1800372500428036,-1.155825566992048,-1.130434658393133,-1.1190217796263775,-1.1068789810938116,-1.0580896496835996,-0.9509488798608355,-0.7520262281560943,-0.5177510305190509,-0.42921312348375196,-0.14839008963800793,-0.0654739030491005,0.0
