ECFP2,ECFP4,ECFP6,FCFP2,FCFP4,FCFP6,MACCS,RDK5,RDK6,RDK7,avalon,mordred,pubchem,rdkdes
1.0,1.0,1.0,0.7783156738677004,0.03783499763416137,1.0,0.0041761359503201395,0.0002673670264639616,0.006541381661620534,1.4107931249153585e-07,0.0010325260703515373,0.00019028726361890733,0.02263174238041204,1.4049900217875897e-06
1.0,1.0,1.0,1.0,0.5363057913744649,1.0,0.09150994270976669,0.009742593126164925,0.13171825296858947,1.4849406103188139e-05,0.029546675045406198,0.007513858333359226,0.3554883734579343,0.00011262874436304465
1.0,1.0,1.0,1.0,0.20818276845918177,1.0,0.029546675045406198,0.002638040502057608,0.042724022677673716,2.5543719256916873e-06,0.008619370515107293,0.0019388265378094804,0.13171825296858947,2.1514123531370267e-05
0.7783156738677004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.014929494535496218,1.0,1.0,1.0,0.06287380052184365
0.03783499763416137,0.5363057913744649,0.20818276845918177,1.0,1.0,1.0,1.0,1.0,1.0,0.39142640740912826,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2871871379416353,1.0,0.0016693701415123542,0.642155365290233,0.23081747840897102,1.0,0.008619370515107293
0.0041761359503201395,0.09150994270976669,0.029546675045406198,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0002673670264639616,0.009742593126164925,0.002638040502057608,1.0,1.0,0.2871871379416353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.006541381661620534,0.13171825296858947,0.042724022677673716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4107931249153585e-07,1.4849406103188139e-05,2.5543719256916873e-06,0.014929494535496218,0.39142640740912826,0.0016693701415123542,1.0,1.0,1.0,1.0,1.0,1.0,0.5872985404849173,1.0
0.0010325260703515373,0.029546675045406198,0.008619370515107293,1.0,1.0,0.642155365290233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.00019028726361890733,0.007513858333359226,0.0019388265378094804,1.0,1.0,0.23081747840897102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.02263174238041204,0.3554883734579343,0.13171825296858947,1.0,1.0,1.0,1.0,1.0,1.0,0.5872985404849173,1.0,1.0,1.0,1.0
1.4049900217875897e-06,0.00011262874436304465,2.1514123531370267e-05,0.06287380052184365,1.0,0.008619370515107293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
