AdaBoostRegressor,CatBoostRegressor,CatBoostRegressor_opt,DummyRegressor,ElasticNetCV,ExtraTreesRegressor,GradientBoostingRegressor,KNeighborsRegressor,LinearRegression,MLPRegressor,RandomForestRegressor,Ridge,SVR,XGBRegressor
1.0,0.03964666879210023,1.450828037705676e-05,2.9027170598321205e-14,0.16450877863295904,1.0,0.004790505022853767,2.3154674453926867e-05,0.16450877863295904,0.0034344307412379755,1.0,0.16925688604279568,0.002378791451073166,1.0
0.03964666879210023,1.0,0.9308053953766264,2.8966368493576236e-25,1.7049722052316365e-07,1.0,1.0,8.225173918307552e-14,1.7049722052316365e-07,1.0,0.004015146552079668,2.1940301437723705e-07,9.354246192763383e-11,0.03964666879210023
1.450828037705676e-05,0.9308053953766264,1.0,1.6631597783808993e-32,9.34618405108707e-13,0.014534360345561175,1.0,3.859981789178017e-20,9.34618405108707e-13,1.0,5.00067549130669e-07,1.2679106044503045e-12,1.2378645914811488e-16,1.450828037705676e-05
2.9027170598321205e-14,2.8966368493576236e-25,1.6631597783808993e-32,1.0,1.1030571387867988e-06,1.2451423519660215e-19,1.8639634990424417e-27,0.024579591530164896,1.1030571387867988e-06,8.048889517663338e-28,2.4449814987805076e-12,8.536560426985707e-07,0.00046808033824277255,2.9027170598321205e-14
0.16450877863295904,1.7049722052316365e-07,9.34618405108707e-13,1.1030571387867988e-06,1.0,0.00046808033824277255,5.207227365221153e-09,0.5503321376967796,1.0,2.989633327925202e-09,0.6615697237280935,1.0,1.0,0.16450877863295904
1.0,1.0,0.014534360345561175,1.2451423519660215e-19,0.00046808033824277255,1.0,0.6088779031205498,2.989633327925202e-09,0.00046808033824277255,0.5503321376967796,0.5503321376967796,0.0005392512717911102,1.1030571387867988e-06,1.0
0.004790505022853767,1.0,1.0,1.8639634990424417e-27,5.207227365221153e-09,0.6088779031205498,1.0,1.1226422194280662e-15,5.207227365221153e-09,1.0,0.0003810111649546707,6.84694569227421e-09,1.7620436141587422e-12,0.004790505022853767
2.3154674453926867e-05,8.225173918307552e-14,3.859981789178017e-20,0.024579591530164896,0.5503321376967796,2.989633327925202e-09,1.1226422194280662e-15,1.0,0.5503321376967796,5.429501222871102e-16,0.00046808033824277255,0.4991459283890817,1.0,2.3154674453926867e-05
0.16450877863295904,1.7049722052316365e-07,9.34618405108707e-13,1.1030571387867988e-06,1.0,0.00046808033824277255,5.207227365221153e-09,0.5503321376967796,1.0,2.989633327925202e-09,0.6615697237280935,1.0,1.0,0.16450877863295904
0.0034344307412379755,1.0,1.0,8.048889517663338e-28,2.989633327925202e-09,0.5503321376967796,1.0,5.429501222871102e-16,2.989633327925202e-09,1.0,0.00024602149209862955,3.893941610820322e-09,9.34618405108707e-13,0.0034344307412379755
1.0,0.004015146552079668,5.00067549130669e-07,2.4449814987805076e-12,0.6615697237280935,0.5503321376967796,0.0003810111649546707,0.00046808033824277255,0.6615697237280935,0.00024602149209862955,1.0,0.6816911020087126,0.024579591530164896,1.0
0.16925688604279568,2.1940301437723705e-07,1.2679106044503045e-12,8.536560426985707e-07,1.0,0.0005392512717911102,6.84694569227421e-09,0.4991459283890817,1.0,3.893941610820322e-09,0.6816911020087126,1.0,1.0,0.16925688604279568
0.002378791451073166,9.354246192763383e-11,1.2378645914811488e-16,0.00046808033824277255,1.0,1.1030571387867988e-06,1.7620436141587422e-12,1.0,1.0,9.34618405108707e-13,0.024579591530164896,1.0,1.0,0.002378791451073166
1.0,0.03964666879210023,1.450828037705676e-05,2.9027170598321205e-14,0.16450877863295904,1.0,0.004790505022853767,2.3154674453926867e-05,0.16450877863295904,0.0034344307412379755,1.0,0.16925688604279568,0.002378791451073166,1.0
