scoring,cv_cycle,AdaBoostClassifier,CatBoostClassifier,ExtraTreesClassifier,GradientBoostingClassifier,KNeighborsClassifier,LogisticRegression,MLPClassifier,RandomForestClassifier,SVC,XGBClassifier
precision,5,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.8571428571428571
precision,6,0.8333333333333334,0.8333333333333334,0.8,0.8333333333333334,1.0,0.75,0.7142857142857143,0.8333333333333334,0.7142857142857143,0.7142857142857143
precision,7,1.0,0.75,1.0,0.8571428571428571,0.75,0.6,0.75,0.75,0.8333333333333334,0.75
precision,8,0.8333333333333334,0.75,0.8571428571428571,0.7142857142857143,1.0,0.8333333333333334,0.8,0.8333333333333334,1.0,0.6666666666666666
precision,9,1.0,1.0,0.8333333333333334,0.5,1.0,0.6,0.6666666666666666,0.8333333333333334,1.0,1.0
precision,10,1.0,1.0,1.0,1.0,0.8,0.7142857142857143,0.8333333333333334,1.0,1.0,1.0
precision,11,0.8333333333333334,0.8333333333333334,0.7142857142857143,0.8,1.0,0.7142857142857143,0.75,0.7142857142857143,0.7142857142857143,0.8
precision,12,0.625,0.625,0.5714285714285714,0.6666666666666666,1.0,0.8,0.8,0.625,0.5714285714285714,0.6666666666666666
precision,13,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.6666666666666666
precision,14,0.6666666666666666,1.0,0.8333333333333334,0.4,1.0,0.3333333333333333,0.5714285714285714,0.8,1.0,0.4
precision,15,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,1.0
precision,16,0.75,0.8,0.6666666666666666,0.8333333333333334,1.0,0.5,0.6,0.5714285714285714,0.5714285714285714,0.4
precision,17,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.75,1.0,0.8333333333333334,1.0
precision,18,0.7142857142857143,0.75,0.625,0.625,1.0,0.5555555555555556,0.6666666666666666,0.625,0.8571428571428571,0.5555555555555556
precision,19,1.0,1.0,1.0,1.0,1.0,0.8,0.8333333333333334,1.0,1.0,1.0
precision,20,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.8333333333333334,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334
precision,21,0.7142857142857143,0.75,0.625,0.6666666666666666,1.0,0.6,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.75
precision,22,0.625,0.8333333333333334,0.6666666666666666,0.5714285714285714,1.0,0.6,0.7142857142857143,0.6666666666666666,1.0,0.5714285714285714
precision,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
precision,24,0.6,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,1.0,0.8333333333333334
precision,25,0.8571428571428571,0.75,0.75,0.6666666666666666,1.0,0.5,0.5555555555555556,0.6666666666666666,0.8333333333333334,0.7142857142857143
precision,mean,0.827809523809524,0.8675714285714285,0.8543809523809522,0.7722380952380954,0.982,0.6848888888888888,0.7484126984126985,0.8111428571428572,0.8630476190476191,0.7500317460317462
precision,median,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8,1.0,0.7142857142857143,0.75,0.8,0.8333333333333334,0.7142857142857143
precision,std,0.15036383689807872,0.11962113282986887,0.14631130418537833,0.17196171065668306,0.061449165982948854,0.1449774710780313,0.11124459102581973,0.13651222400059015,0.1405352902315056,0.17817635025834158
recall,1,0.3333333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666
recall,2,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.5,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666
recall,3,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
recall,4,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666
recall,5,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0
recall,6,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.5,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
recall,7,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.8333333333333334,1.0
recall,8,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334,0.6666666666666666,0.8333333333333334,1.0,0.6666666666666666
recall,9,0.5,0.5,0.8333333333333334,0.8333333333333334,0.5,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666
recall,10,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5
recall,11,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.5,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,0.6666666666666666
recall,12,0.8333333333333334,0.8333333333333334,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,1.0
recall,13,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.5,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666
recall,14,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.3333333333333333
recall,15,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0
recall,16,0.5,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.5,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333
recall,17,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.8333333333333334,0.6666666666666666
recall,18,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.8333333333333334
recall,19,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.6666666666666666
recall,20,1.0,1.0,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334
recall,21,0.8333333333333334,0.5,0.8333333333333334,0.6666666666666666,0.5,0.5,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.5
recall,22,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.8333333333333334,0.6666666666666666,1.0,0.6666666666666666
recall,23,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.5
recall,24,0.5,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,1.0,1.0,0.16666666666666666,0.8333333333333334,0.8333333333333334
recall,25,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334
recall,mean,0.7333333333333334,0.74,0.7733333333333334,0.72,0.5466666666666666,0.6666666666666667,0.7266666666666667,0.76,0.8,0.7066666666666667
recall,median,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666
recall,std,0.18257418583505539,0.20591260281974005,0.14817407180595246,0.21457969252574777,0.19731531449264988,0.17638342073763938,0.15549205052920803,0.170489491367259,0.11547005383792518,0.18427033281447006
roc_auc,1,0.6944444444444445,0.8611111111111112,0.7222222222222222,0.5277777777777778,0.8194444444444445,0.5555555555555556,0.7777777777777778,0.8194444444444444,0.888888888888889,0.6944444444444445
roc_auc,2,0.7500000000000001,0.8611111111111112,0.888888888888889,0.7916666666666667,0.9166666666666667,0.8611111111111112,0.8333333333333333,0.9166666666666667,0.9166666666666667,0.6111111111111112
roc_auc,3,0.9166666666666667,0.9166666666666667,0.9722222222222223,0.8333333333333334,0.9166666666666667,0.7777777777777779,0.888888888888889,0.9166666666666667,1.0,0.8055555555555556
roc_auc,4,0.9444444444444445,0.9166666666666667,0.8888888888888888,0.9166666666666667,0.9305555555555556,0.7777777777777779,0.8611111111111112,0.8611111111111112,0.9444444444444445,0.75
roc_auc,5,0.8611111111111112,0.9444444444444444,1.0,0.9722222222222223,0.8611111111111112,0.9444444444444445,0.9444444444444445,0.9305555555555556,1.0,1.0
roc_auc,6,0.888888888888889,0.9444444444444445,0.7777777777777778,0.9166666666666667,0.8472222222222222,0.7777777777777779,0.9444444444444445,0.888888888888889,0.8611111111111112,0.9166666666666667
roc_auc,7,1.0,0.9166666666666667,1.0,0.9722222222222223,0.75,0.8333333333333334,0.8333333333333334,0.9166666666666667,0.9722222222222223,0.8055555555555556
roc_auc,8,0.8611111111111112,0.9444444444444445,0.9722222222222223,0.9166666666666667,1.0,0.8611111111111112,0.888888888888889,0.9444444444444445,1.0,0.8055555555555556
roc_auc,9,0.9166666666666667,0.888888888888889,0.9444444444444445,0.5277777777777778,0.8333333333333334,0.7222222222222222,0.8611111111111112,0.9027777777777779,0.9166666666666667,0.8333333333333334
roc_auc,10,0.8333333333333334,0.9166666666666667,0.9583333333333335,0.9444444444444445,0.8750000000000001,0.8333333333333333,0.9166666666666667,0.8333333333333334,0.9444444444444445,0.8611111111111112
roc_auc,11,0.9166666666666667,0.9166666666666667,0.9444444444444445,0.7222222222222222,0.8333333333333334,0.888888888888889,0.9166666666666667,0.9166666666666667,0.9444444444444445,0.9166666666666667
roc_auc,12,0.5833333333333334,0.5833333333333334,0.7638888888888888,0.7083333333333334,0.9166666666666666,0.888888888888889,0.888888888888889,0.6666666666666667,0.8333333333333333,0.5
roc_auc,13,1.0,0.9722222222222223,0.9444444444444445,1.0,0.7222222222222222,0.6111111111111112,0.8055555555555556,0.9861111111111112,1.0,0.8611111111111112
roc_auc,14,0.3888888888888889,0.75,0.8750000000000001,0.5,0.7916666666666667,0.4444444444444444,0.5555555555555556,0.7500000000000001,0.9166666666666667,0.36111111111111116
roc_auc,15,1.0,1.0,0.9722222222222222,1.0,0.9444444444444444,0.8333333333333334,0.8333333333333334,0.9722222222222223,0.9722222222222223,1.0
roc_auc,16,0.7222222222222223,0.6944444444444445,0.8055555555555556,0.7916666666666667,0.6805555555555556,0.5555555555555556,0.638888888888889,0.6944444444444445,0.75,0.5555555555555556
roc_auc,17,0.888888888888889,0.888888888888889,0.8472222222222222,0.8611111111111112,0.9583333333333334,0.8333333333333334,0.8055555555555556,0.9027777777777779,0.888888888888889,0.8611111111111112
roc_auc,18,0.8055555555555556,0.9166666666666667,0.8611111111111112,0.763888888888889,1.0,0.8055555555555555,0.9722222222222223,0.763888888888889,1.0,0.7777777777777778
roc_auc,19,0.75,0.9166666666666667,0.9166666666666667,0.9166666666666667,0.888888888888889,0.7777777777777779,0.8333333333333334,0.9444444444444445,0.9166666666666667,0.8333333333333334
roc_auc,20,0.8333333333333334,0.9722222222222223,0.9722222222222223,0.9166666666666666,0.8194444444444445,0.8055555555555556,0.888888888888889,0.9444444444444445,0.9444444444444445,0.888888888888889
roc_auc,21,0.7777777777777778,0.7777777777777778,0.9166666666666667,0.6666666666666667,0.7777777777777778,0.6388888888888888,0.6666666666666666,0.875,0.7777777777777778,0.6944444444444444
roc_auc,22,0.8611111111111112,0.888888888888889,0.7916666666666666,0.7222222222222223,0.8472222222222223,0.7222222222222222,0.8611111111111112,0.7777777777777778,1.0,0.7222222222222222
roc_auc,23,0.7777777777777778,0.9722222222222223,0.9444444444444445,0.9166666666666667,1.0,0.8055555555555557,1.0,0.9166666666666667,1.0,0.7777777777777778
roc_auc,24,0.7222222222222223,0.888888888888889,0.8611111111111112,0.7777777777777779,0.8611111111111112,0.888888888888889,1.0,0.8055555555555556,0.9444444444444445,0.7777777777777779
roc_auc,25,1.0,0.9444444444444445,0.9444444444444445,0.8472222222222222,0.8194444444444444,0.6666666666666667,0.7777777777777778,0.9444444444444445,0.9444444444444445,0.8055555555555556
roc_auc,mean,0.8277777777777778,0.8877777777777779,0.8994444444444446,0.8172222222222223,0.8644444444444445,0.7644444444444446,0.8477777777777779,0.8716666666666666,0.9311111111111111,0.7766666666666668
roc_auc,median,0.8611111111111112,0.9166666666666667,0.9166666666666667,0.8472222222222222,0.8611111111111112,0.8055555555555555,0.8611111111111112,0.9027777777777779,0.9444444444444445,0.8055555555555556
roc_auc,std,0.13810892105173392,0.09278942042716874,0.0767069137515254,0.1442134905762895,0.08298817407942553,0.12072824293418384,0.10456258094238749,0.08427981027359452,0.06718318425702655,0.14497339049155636
