scoring,cv_cycle,AdaBoostRegressor,CatBoostRegressor,CatBoostRegressor_opt,DummyRegressor,ElasticNetCV,ExtraTreesRegressor,GradientBoostingRegressor,KNeighborsRegressor,LinearRegression,MLPRegressor,RandomForestRegressor,Ridge,SVR,XGBRegressor
neg_mean_absolute_percentage_error,24,-0.8326258011157783,-0.3740544512135822,-0.4171908040519921,-1.000475213182913,-0.9354706549341033,-0.38285451545406446,-0.4001672142566337,-0.7943921239564247,-0.9504236392478471,-0.5320806820337435,-0.4224872073783661,-0.920967381979345,-0.5076376215604089,-0.40031123992280415
neg_mean_absolute_percentage_error,25,-0.704682681431853,-0.32744799932109836,-0.3867767880340731,-0.9995753330030581,-1.0351515474514918,-0.4039454417565015,-0.3469525240427074,-0.5269832158355752,-1.1290503760025823,-0.4434928967258808,-0.47001318671762843,-0.9567879823301183,-0.3539510943761181,-0.3160801716232669
neg_mean_absolute_percentage_error,mean,-1.3926989240738807,-0.5536254468032603,-0.6914773891644996,-1.0698858194015384,-1.7564381445085322,-0.6660864805655848,-0.715033066463821,-1.3041610170385818,-1.8219120475576327,-0.8709631676967972,-0.7028902679312552,-1.6735219579196248,-0.7638223978740329,-0.6418747975148291
neg_mean_absolute_percentage_error,median,-0.9179224211939917,-0.4914978692367242,-0.5829778135509721,-1.0175857360825873,-1.3039187280032274,-0.5025634117084933,-0.5381815004037734,-0.9599093596263647,-1.347833230860932,-0.7303431961228084,-0.6022119431192692,-1.0671975234661968,-0.6147339882188132,-0.6220971556437765
neg_mean_absolute_percentage_error,std,1.1813045795041281,0.2830760542403495,0.31702649551513035,0.13713700271351553,1.1106129357832728,0.33129834225684873,0.5344647669481445,0.7133407916895378,1.2409894018743555,0.4460493795670821,0.27408319511471774,1.0184151422063081,0.3392045821424798,0.2728991066809745
neg_mean_squared_error,1,-0.1808001204067298,-0.15502218220451588,-0.11321689955205815,-1.443335357146492,-0.323651977416335,-0.1547896622703812,-0.1724543588424723,-0.462936349762692,-0.3003741504588957,-0.12796136415566134,-0.18283297708670504,-0.33291313193098326,-0.4047602716784473,-0.17613482661807353
neg_mean_squared_error,2,-0.14820044313390235,-0.08715737859895381,-0.09565449166696766,-1.1506917920630635,-0.19134687421254645,-0.10354371140422376,-0.09387328847864146,-0.21149056828081728,-0.22024203919758203,-0.10307266908084528,-0.12665264186523062,-0.17960156697954255,-0.15391258256891205,-0.10404457358869054
neg_mean_squared_error,3,-0.12662403666010488,-0.06303033730836263,-0.06923141285302387,-0.6146097902554846,-0.1754759095774359,-0.0703732371786232,-0.06738989382553766,-0.11261039781366704,-0.19000233735983643,-0.08537959057215709,-0.08464682695606286,-0.1672309978678207,-0.07357103357529332,-0.08157604047997409
neg_mean_squared_error,4,-0.10442925031242205,-0.04115973478286013,-0.04518749675011651,-0.9466663466432051,-0.09463486195078073,-0.037820970453050946,-0.03821205802789542,-0.067125558269237,-0.09570985534572071,-0.0392531929557443,-0.04464770963021202,-0.09259435047453102,-0.04589053544343462,-0.04334196175390447
neg_mean_squared_error,5,-0.12937192892717628,-0.06640610623292688,-0.06478770169931042,-1.1100957004693395,-0.12076516186748781,-0.056835303352113196,-0.062425553806323184,-0.1785597693798515,-0.12328293260929997,-0.07421610018181135,-0.09039680620356023,-0.11624379026079784,-0.11971793501291172,-0.09358270241263747
neg_mean_squared_error,6,-0.11353785527978738,-0.06870979103220164,-0.06670252651346001,-1.1432265490424742,-0.20486356173449538,-0.06809166467868562,-0.06229995023191703,-0.22212503414287973,-0.18426526666215462,-0.08800872652141561,-0.12335402329559046,-0.19719353271195283,-0.18819136622799082,-0.06660644993377346
neg_mean_squared_error,7,-0.1255319264257927,-0.07263023040688953,-0.07307626951577224,-0.9641376732929914,-0.18447307627864218,-0.08055919598888915,-0.07545165042351507,-0.18778610817388658,-0.19505431834839415,-0.09468672371111271,-0.11139910255372348,-0.183797067224186,-0.14946232021996428,-0.0857443158614477
neg_mean_squared_error,8,-0.14097633842534776,-0.0922543973973577,-0.07676821762632981,-1.0961387878287423,-0.18792069634258254,-0.08537321319097424,-0.08538220390801919,-0.2215564760309194,-0.21036018251829172,-0.07473720684870656,-0.10097387335566187,-0.16485741411244592,-0.09956285976729341,-0.10374828145145756
neg_mean_squared_error,9,-0.11679057117288238,-0.049489651278708226,-0.050113734783206874,-1.1643140108783558,-0.1372096905730053,-0.05609171072753921,-0.04655793613463853,-0.11503816622224196,-0.12713475839880117,-0.06712520212579749,-0.06883282019984605,-0.13631555796886788,-0.11214388233966492,-0.06605424573345589
neg_mean_squared_error,10,-0.11239230885066921,-0.03724790330017966,-0.04151173346037177,-0.8674960848231131,-0.11175979827998929,-0.04924409417388628,-0.042473807273188266,-0.10315648510042558,-0.11932765061528473,-0.058424994876972385,-0.063579135915732,-0.11122246293313522,-0.07529670424045125,-0.0638283284314972
neg_mean_squared_error,11,-0.10206893813921175,-0.05771762329561686,-0.05678152138211273,-0.6629073687762321,-0.16768575939093677,-0.07140573577936464,-0.06661955793819775,-0.14033416692641645,-0.18992899468885135,-0.07423727830892338,-0.08997792025871428,-0.1478805167875448,-0.08224881259822954,-0.10777534408691958
neg_mean_squared_error,12,-0.11826459766219324,-0.07730371755587503,-0.06465227736921886,-0.9761224320260824,-0.1325243484933547,-0.06757810726055229,-0.09002317814798713,-0.1116620691981239,-0.15550137969918393,-0.0904831861825002,-0.0854184602348377,-0.13904596489360418,-0.11509345910767999,-0.10133679451771867
neg_mean_squared_error,13,-0.20247913343102872,-0.13118292451378918,-0.13717044472515658,-1.3911036955740923,-0.2755077341742032,-0.14650260403669307,-0.1422854576806908,-0.34634516046235825,-0.24345191416358994,-0.13693334914349203,-0.19221938995206359,-0.25672605938292875,-0.28484592639209927,-0.15855808858196951
neg_mean_squared_error,14,-0.11584358983171715,-0.050840331823554255,-0.049264737092927224,-0.9065526881823509,-0.13833376040252943,-0.06477751070181136,-0.05391581309596533,-0.15740532906087507,-0.1641917481290282,-0.08799668424536475,-0.07315708524592292,-0.13786340935347494,-0.10590188082901002,-0.05915777850119597
neg_mean_squared_error,15,-0.2317859062623077,-0.19354734289296455,-0.1477565453057227,-1.3371405903201925,-0.1966174887521938,-0.1893312627043206,-0.181451408545039,-0.30304951439119676,-0.18625075975970953,-0.10394654915201872,-0.2472164604698934,-0.20054669043978493,-0.24359343568156866,-0.3288754237101916
neg_mean_squared_error,16,-0.11193068044600202,-0.036678037465027256,-0.04391950878076336,-0.8908948092277326,-0.10876100594073167,-0.048112330595658274,-0.0398195653738867,-0.0785781390616026,-0.11269270122765859,-0.055568228553361534,-0.08218612472155881,-0.10646452992769907,-0.06358405074022327,-0.061386775002603526
neg_mean_squared_error,17,-0.1446813864068375,-0.06327739256270405,-0.05803183852998996,-1.0564432879172145,-0.1573260149336664,-0.06354165081755844,-0.061408126267619115,-0.18852888217790764,-0.1799247179370783,-0.06981806656899911,-0.07703239955344147,-0.15276266044795378,-0.13388786063414448,-0.09974274525249814
neg_mean_squared_error,18,-0.26835795431365644,-0.15686539293153284,-0.13509548304909882,-1.5391381912820474,-0.2864643670879645,-0.16915772813997174,-0.1591619952990533,-0.3924489203044494,-0.2748670705242448,-0.12846088253734111,-0.23372597900727118,-0.3022541860218017,-0.33186271055628985,-0.16296503205203539
neg_mean_squared_error,19,-0.1220999490635935,-0.05225893808165421,-0.05387646991903356,-0.9611931518290485,-0.1252974777337604,-0.07353971566942036,-0.08063216930663608,-0.13380059803453356,-0.1258448683289819,-0.056448670963795376,-0.09589631970518617,-0.11900985822924666,-0.08839042437990918,-0.09465009950285265
neg_mean_squared_error,20,-0.11609061644175105,-0.0492238867486594,-0.05047359310678986,-0.7889259088071497,-0.1343728743877035,-0.06183925890137582,-0.049649996419705154,-0.12171627940193122,-0.140065664715237,-0.08169031243743548,-0.05921689435211241,-0.1328450473486647,-0.0654634548967336,-0.06442924561621581
neg_mean_squared_error,21,-0.14452871143476625,-0.06891191004732079,-0.07881929105824265,-1.2282127016811513,-0.23176773592857966,-0.07286757564848849,-0.09322518453065516,-0.17582826788289108,-0.2518793689518528,-0.07859174235377972,-0.15323753656578004,-0.22191138395161242,-0.16682534549392558,-0.11656448953346799
neg_mean_squared_error,22,-0.1375552458609103,-0.0997512423184935,-0.07581436315217191,-0.8953872355291136,-0.12604734454694083,-0.08154425005894676,-0.07523507932223081,-0.1426141264140633,-0.12671917133928023,-0.08749654351090703,-0.1188017747948251,-0.12853315068901677,-0.11603898581288048,-0.11152212689601558
neg_mean_squared_error,23,-0.12215970712189358,-0.06345392727779413,-0.05276237597458691,-1.183881719329408,-0.13670381636838586,-0.08826912455084546,-0.053919041548949984,-0.19267121195167555,-0.14065295473480974,-0.09051866866279198,-0.06866251241245452,-0.1328523628151894,-0.1578839267463289,-0.0842636071651659
neg_mean_squared_error,24,-0.11944919726148998,-0.058126977818446474,-0.04784668563545806,-1.1839418896757008,-0.14011839329528997,-0.068060631440563,-0.05914551715126542,-0.16482730912021318,-0.13063769917314647,-0.06799439507872199,-0.10388221750954128,-0.14734157478363688,-0.1467846556104855,-0.06272424052790511
neg_mean_squared_error,25,-0.09650706830182591,-0.04620961562276507,-0.050353740079877814,-0.7389438971814059,-0.12806364364362594,-0.0595479284966386,-0.044054864258046,-0.07708335867967814,-0.13661283086863618,-0.04414322675595567,-0.07551536079476065,-0.11731605044142492,-0.061619923944593175,-0.06084776226866253
neg_mean_squared_error,mean,-0.13809829846295998,-0.07753827893996615,-0.07195477438327073,-1.0496600663912874,-0.16870773493252667,-0.08355192712882303,-0.07988270623352303,-0.18437112984978135,-0.17299901343022203,-0.08268774221942449,-0.11013849410562752,-0.16501293271911385,-0.14346137377993862,-0.10237845117921321
neg_mean_squared_error,median,-0.12215970712189358,-0.06345392727779413,-0.06465227736921886,-1.0564432879172145,-0.14011839329528997,-0.0703732371786232,-0.06661955793819775,-0.16482730912021318,-0.1641917481290282,-0.08169031243743548,-0.09039680620356023,-0.14734157478363688,-0.11603898581288048,-0.09358270241263747
neg_mean_squared_error,std,0.04053117875036372,0.039827237984899365,0.030017146822577747,0.23124804827269047,0.0575752174865484,0.03849981705144134,0.040362549006051136,0.09685591756898503,0.052874328226602485,0.02411691590062012,0.05206556176378942,0.058743287387109856,0.0867693198699356,0.056894761456409884
neg_median_absolute_error,1,-0.19327381312619124,-0.075535423198623,-0.09123053687411231,-0.5979351257422892,-0.21067416804521144,-0.08486738336283972,-0.08136276683679333,-0.1539733096867959,-0.20793747738857238,-0.13137174559743892,-0.0798996634050401,-0.21667244414792708,-0.11983189975822572,-0.08672623760591636
neg_median_absolute_error,2,-0.2286191540788738,-0.08298214464394937,-0.0837950716597764,-0.6948597511836365,-0.21904211698837006,-0.06416421537116962,-0.10480556398917792,-0.11183872156304431,-0.2493416755245912,-0.1222487636987728,-0.06473641348149234,-0.1924324748254831,-0.11545637753777221,-0.08653913005821312
neg_median_absolute_error,3,-0.247177344127571,-0.07780158010248678,-0.11032570904377337,-0.4837334945733377,-0.22912691714909605,-0.09467277825336606,-0.07611211183575572,-0.15917511068972834,-0.2377295025336834,-0.11354458751744262,-0.09157770665662279,-0.18913190552188536,-0.11436426952304735,-0.08875009114017873
neg_median_absolute_error,4,-0.22870291189163333,-0.06557062462171825,-0.0876620274955544,-0.581780077093749,-0.17351330051281771,-0.061095152779439776,-0.0815425848744914,-0.12120196336832251,-0.17144843584844216,-0.08857582619688054,-0.07716871787850077,-0.166436689239323,-0.08541464684300948,-0.06117123088897419
neg_median_absolute_error,5,-0.224991704128623,-0.07681358502627111,-0.10203581977693893,-0.8036782549530395,-0.17284287386074274,-0.05747990108240089,-0.07902382066247483,-0.1485114186337169,-0.17569217565177644,-0.13423099569861052,-0.06370905778341326,-0.1794403908492359,-0.13295814437881404,-0.05772888958971137
neg_median_absolute_error,6,-0.20042055375832735,-0.0842741719251528,-0.09770719471275513,-0.5594655974101461,-0.20458558641365832,-0.07514001548735706,-0.08974339317702021,-0.14669078828269078,-0.1964101967733063,-0.13204461954690505,-0.10398400204861602,-0.2018856614893565,-0.11696962648579577,-0.08573713293754959
neg_median_absolute_error,7,-0.21190901214420724,-0.07688218140656577,-0.0677428878873762,-0.5928806524366076,-0.22464990513693595,-0.06965211542926347,-0.0851899646073957,-0.14200916738005154,-0.23167786882188945,-0.11042312271296217,-0.08385303216726792,-0.2134219883782492,-0.10167334953211626,-0.10664864039254085
neg_median_absolute_error,8,-0.21674170845551233,-0.05894334200741813,-0.09117060860780668,-0.6847394716724852,-0.20531099874361664,-0.06777946706820792,-0.08888254803114126,-0.12120196336832256,-0.19931091593423061,-0.1089559130367492,-0.0851534824180015,-0.18295933452459012,-0.10752732316920843,-0.09255581695576076
neg_median_absolute_error,9,-0.24172119035501005,-0.07040309859277616,-0.08448998261576474,-0.6859350926001743,-0.16237806176800745,-0.06759740403310577,-0.09457048647457555,-0.12172214346861587,-0.19704956850967936,-0.10586458674933286,-0.08387904117228306,-0.17409178816623516,-0.10830987983378904,-0.09760785748501682
neg_median_absolute_error,10,-0.20728320252368804,-0.07283116271407353,-0.07527019827536663,-0.6000107832936652,-0.20705932752494283,-0.06261667957279757,-0.09306104132045451,-0.08999115735072877,-0.21814900801939777,-0.12374558481507611,-0.06965211542926344,-0.2024171192412375,-0.11112756451165978,-0.0848318461445042
neg_median_absolute_error,11,-0.16862504917838894,-0.07094610737407281,-0.07650160817619622,-0.5944559255072126,-0.16369984837125845,-0.057245820037269884,-0.08813524385395671,-0.11912124296714954,-0.18181779149590094,-0.10611426648974576,-0.06824762915847138,-0.14325025536127117,-0.09332597321732616,-0.08215702724867291
neg_median_absolute_error,12,-0.17869716386543866,-0.07481139449233509,-0.08524853070964378,-0.5481496969713053,-0.20124211276272608,-0.060262864618971124,-0.09066431973483957,-0.11287908176363093,-0.20481962031106546,-0.14160612174492804,-0.07183687185049514,-0.21715630773580452,-0.10710362102467635,-0.07673429880713474
neg_median_absolute_error,13,-0.23311499637426575,-0.0862820851988646,-0.1231582274478148,-0.7337599297077434,-0.198337202000906,-0.08692209475899781,-0.12963231162446065,-0.16957871269559277,-0.23696345428926024,-0.10861337350590067,-0.12793829566711978,-0.19300727571679022,-0.12771460425827225,-0.09592007215572818
neg_median_absolute_error,14,-0.23306197885360108,-0.08980631163874764,-0.08548378175691695,-0.676098135583736,-0.21496177610139344,-0.07186288085550979,-0.09215857228629837,-0.12796430467213438,-0.21678197873337066,-0.11702988982571638,-0.0984440839804932,-0.2106021496707869,-0.09766374792551091,-0.07941725113928255
neg_median_absolute_error,15,-0.22979515263894573,-0.06742736488074969,-0.07233076535080163,-0.6021084660894129,-0.15791315809932377,-0.05693371197709396,-0.07404752121570574,-0.13316610567506681,-0.17820602334882907,-0.08193965892583238,-0.06979516495684414,-0.15648596428128192,-0.09900586592623682,-0.08603306494571801
neg_median_absolute_error,16,-0.17484480562103344,-0.06970107969471195,-0.07809048079716141,-0.6235248134647753,-0.1699901738532855,-0.05524312665114095,-0.08522358555141252,-0.11131854146275111,-0.17835821632684257,-0.0986516431979218,-0.07396961026169724,-0.18086968258063235,-0.10586686390564481,-0.06646579771356231
neg_median_absolute_error,17,-0.17785333016726756,-0.06989134468057812,-0.10089516788211123,-0.6416177879771531,-0.19106481424885463,-0.06707722393281212,-0.08692397823708309,-0.17530069379881819,-0.2244197826799248,-0.1262654519412434,-0.07409965528677098,-0.19664739240624557,-0.1074747259900396,-0.07717097138508541
neg_median_absolute_error,18,-0.2733338993258596,-0.0991235014525853,-0.10176345064213443,-0.6460659511441487,-0.19611806147776534,-0.10309969587811829,-0.10477458330645714,-0.14304952758063816,-0.21761907544530745,-0.12464539132677654,-0.11217683862823516,-0.19326131549097858,-0.1244191338219684,-0.0930395328633884
neg_median_absolute_error,19,-0.20517535093134565,-0.051571786139680886,-0.06185301517428843,-0.6094153532280635,-0.17278261956269494,-0.05656958590688871,-0.09757748304366218,-0.12068178326802928,-0.174943154331465,-0.09716049409498617,-0.08793644595457042,-0.1949457555386211,-0.10154261636950943,-0.09398575412554377
neg_median_absolute_error,20,-0.20753610775075532,-0.06559246251484868,-0.07289583932497667,-0.6041665699644861,-0.17947975902006585,-0.0661148907472694,-0.06895168338194546,-0.13004502507330737,-0.20215386860646475,-0.10269911578927096,-0.0683126516710083,-0.16911338195987435,-0.1174201595787326,-0.07956323374727996
neg_median_absolute_error,21,-0.2328397062562535,-0.09739518818358672,-0.09985316608350803,-0.5269401750170838,-0.2023676699891523,-0.09043331043597724,-0.10634273997271326,-0.13836790667799903,-0.18694935158264056,-0.1300552862214592,-0.1133472438538945,-0.18797644151928042,-0.11724727051788864,-0.09197229775879567
neg_median_absolute_error,22,-0.22101041803560179,-0.12273612448847315,-0.12233907642816577,-0.5939119463173632,-0.2159410549710492,-0.10772929877072768,-0.08878219552365818,-0.13160556537418705,-0.2547650119533793,-0.11357523026044258,-0.1277562326320174,-0.20295215213348272,-0.1296058714785601,-0.10248793841032744
neg_median_absolute_error,23,-0.1734105344244854,-0.06212402531788297,-0.08449800739480876,-0.6707660062332356,-0.17219177750769155,-0.050899622813692535,-0.07605409733189053,-0.11652034246568344,-0.20665120996070319,-0.09403245105907054,-0.05576330675143426,-0.1659651272613623,-0.0929732544461146,-0.06356330378634023
neg_median_absolute_error,24,-0.21971955105864022,-0.08470120775237056,-0.09678087866455809,-0.6646859054966928,-0.15509225931826257,-0.06611489074726956,-0.09172102089557044,-0.11079836136245783,-0.17161927773257457,-0.09688766546929473,-0.07789697001891116,-0.15348334823073084,-0.0972393819801406,-0.07996523921060028
neg_median_absolute_error,25,-0.2236326000139941,-0.05343493086283707,-0.07406520356820318,-0.6580278268709352,-0.16896993543494326,-0.04576284432329722,-0.07889073636759614,-0.11053827131231128,-0.1855419006913771,-0.08220237615713286,-0.06419022437618499,-0.18169677840882398,-0.08821989940458608,-0.06670771529654665
neg_median_absolute_error,mean,-0.21413964956342058,-0.0763032891564544,-0.08908748945402056,-0.6271485116212991,-0.1907734191545109,-0.06989347899579937,-0.08936697416546123,-0.13069004839767098,-0.20425426169978703,-0.1116993664631957,-0.08381297829954598,-0.1866521249871796,-0.10881824285674581,-0.08333921487169489
neg_median_absolute_error,median,-0.21971955105864022,-0.07481139449233509,-0.08548378175691695,-0.6094153532280635,-0.19611806147776534,-0.06611489074726956,-0.08878219552365818,-0.12796430467213438,-0.20215386860646475,-0.11042312271296217,-0.07789697001891116,-0.18913190552188536,-0.10752732316920843,-0.08573713293754959
neg_median_absolute_error,std,0.025322540438584434,0.015091535555158181,0.015465810830319057,0.0666407014634159,0.02213137381188227,0.015792589492151923,0.012486159810652635,0.01998549546345653,0.02444770757779468,0.016223353425587738,0.019497165844836052,0.019474933256751766,0.012594440692721285,0.012536070882584967
neg_root_mean_squared_error,1,-0.42520597409576666,-0.393728564120659,-0.3364771902403759,-1.201388928343562,-0.5689041900147467,-0.3934331738305518,-0.41527624401411684,-0.6803942605303869,-0.548064002155675,-0.3577168770908934,-0.42758972986579674,-0.57698624934307,-0.6362077268301976,-0.41968419867571083
neg_root_mean_squared_error,2,-0.3849681066450861,-0.29522428524590216,-0.3092806034444573,-1.0727030306953846,-0.4374321366938493,-0.32178208682930715,-0.3063874809430722,-0.4598810370963531,-0.46929951970738476,-0.32104932499671335,-0.35588290471056716,-0.42379425076272864,-0.39231694147578183,-0.32255941094423296
neg_root_mean_squared_error,3,-0.35584271337222134,-0.25105843405144274,-0.2631186288597291,-0.7839705289457535,-0.41889844780977153,-0.2652795453453266,-0.2595956352205053,-0.33557472761468055,-0.4358925754814326,-0.2921978620253014,-0.2909412775046931,-0.4089388681304587,-0.2712398082422514,-0.28561519651442585
neg_root_mean_squared_error,4,-0.3231551489802105,-0.20287862081269215,-0.2125735090506729,-0.972967803497734,-0.30762779775368276,-0.1944761436604782,-0.19547904754191797,-0.2590860055449483,-0.30937009445924263,-0.19812418569105666,-0.21130004645104086,-0.30429319820615613,-0.21422076333407697,-0.20818732371089377
neg_root_mean_squared_error,5,-0.35968309513678326,-0.2576938226518573,-0.2545342839369786,-1.0536107917392168,-0.34751282259434374,-0.23840155903876384,-0.24985106324833437,-0.4225633317975561,-0.35111669372062043,-0.27242632064800815,-0.30066061631607194,-0.3409454358996434,-0.34600279625013397,-0.30591290004286753
neg_root_mean_squared_error,6,-0.33695378804783804,-0.26212552533509903,-0.25826832270617317,-1.069217727613265,-0.4526185609699357,-0.2609437960149381,-0.24959957979114675,-0.47130142599283503,-0.4292613034762796,-0.2966626476680467,-0.35121791425778737,-0.4440647843636701,-0.4338102882920031,-0.2580822542015887
neg_root_mean_squared_error,7,-0.3543048495657274,-0.26949996364914325,-0.27032622794648,-0.9819051243847297,-0.42950329018372163,-0.28382951923450306,-0.27468463812800864,-0.4333429452222415,-0.4416495424523772,-0.3077120792414765,-0.3337650409400653,-0.42871560179702584,-0.38660356984896593,-0.2928213036332017
neg_root_mean_squared_error,8,-0.37546815900332714,-0.3037340899493465,-0.27707078089601905,-1.0469664692953362,-0.43349820800388844,-0.2921869490428589,-0.292202333851082,-0.47069786066108205,-0.4586503924758941,-0.27338106527099965,-0.31776386414389834,-0.40602637120320884,-0.31553582960940174,-0.3220998004523715
neg_root_mean_squared_error,9,-0.3417463550250132,-0.2224626963756131,-0.2238609719964757,-1.0790338321287039,-0.3704182643620659,-0.23683688633221645,-0.21577288090637928,-0.3391727675127264,-0.3565596140883053,-0.2590853182366718,-0.26236009643207187,-0.3692093687447109,-0.33487890697932127,-0.25701020550448167
neg_root_mean_squared_error,10,-0.33524962170100836,-0.1929971587878424,-0.20374428448516482,-0.931394698730411,-0.3343049480339609,-0.22191010381207585,-0.20609174479631218,-0.32117983296033015,-0.34543834560639725,-0.24171262870808463,-0.25214903512750547,-0.33350031923993,-0.27440244940679964,-0.25264268925004973
neg_root_mean_squared_error,11,-0.3194822970670077,-0.24024492355847368,-0.2382887353235833,-0.8141912359981727,-0.4094945169241424,-0.26721851690959714,-0.25810764796533586,-0.37461202186584514,-0.43580843806522535,-0.272465187333948,-0.29996319817389977,-0.3845523589675986,-0.28679053784640374,-0.3282915534809258
neg_root_mean_squared_error,12,-0.3438962018722993,-0.2780354609683359,-0.25426812102428187,-0.9879890849731501,-0.36403893815545985,-0.25995789516872203,-0.3000386277598055,-0.33415874849856003,-0.3943366324591008,-0.30080423232145553,-0.2922643670289584,-0.372888676274306,-0.33925426910752354,-0.3183344067450433
neg_root_mean_squared_error,13,-0.4499768143260592,-0.36219183385850817,-0.3703652855292415,-1.179450590560746,-0.5248883063797508,-0.3827565858828468,-0.377207446480966,-0.5885109688547515,-0.49340846584102094,-0.37004506366588924,-0.4384283179176085,-0.5066814180359576,-0.5337095899382915,-0.3981935315672136
neg_root_mean_squared_error,14,-0.3403580318307725,-0.22547800740549898,-0.2219566108340259,-0.9521306045823498,-0.37193246752942855,-0.25451426424035917,-0.232197788740473,-0.39674340455875895,-0.40520580959436925,-0.2966423507278837,-0.2704756647943081,-0.37129962207558864,-0.32542569171626573,-0.24322372109067808
neg_root_mean_squared_error,15,-0.48144148789059266,-0.43994015830901884,-0.38439113583135953,-1.1563479538271308,-0.4434157064789133,-0.43512212389663735,-0.42597113581208645,-0.5504993318717079,-0.4315677927738695,-0.3224074272593898,-0.4972086689408114,-0.4478243968787151,-0.4935518571351633,-0.5734766113017963
neg_root_mean_squared_error,16,-0.33456042869114394,-0.19151511027860768,-0.2095698183917793,-0.9438722420050992,-0.329789335698915,-0.2193452315316161,-0.19954840358641485,-0.2803179249737744,-0.3356973357470366,-0.23572914235062567,-0.286681224919873,-0.3262890282061275,-0.25215878081126436,-0.24776354655720345
neg_root_mean_squared_error,17,-0.38037006507720544,-0.2515499802478705,-0.24089798365696205,-1.0278342706473718,-0.3966434355106188,-0.2520746929335796,-0.24780663079832854,-0.434199127334346,-0.4241753386714959,-0.2642310855463435,-0.27754711231328183,-0.39084864135359837,-0.36590690159403183,-0.3158207486098691
neg_root_mean_squared_error,18,-0.5180327733972595,-0.3960623599024942,-0.3675533744221359,-1.2406200833784884,-0.535223660807297,-0.411287889610151,-0.39895111893445456,-0.6264574369455992,-0.5242776654829431,-0.3584144005719373,-0.48345214758781574,-0.5497764873308076,-0.5760752646627781,-0.40368927661263854
neg_root_mean_squared_error,19,-0.34942803130772654,-0.22860213927619796,-0.23211305417626463,-0.9804045857854035,-0.353973837640242,-0.2711820710692732,-0.28395804145443054,-0.36578764062572366,-0.3547462026984671,-0.23758929050736982,-0.30967130914113783,-0.34497805470674026,-0.2973052713624654,-0.3076525629713698
neg_root_mean_squared_error,20,-0.3407207308658383,-0.22186456848415295,-0.22466328829336996,-0.8882150127120965,-0.3665690581428055,-0.2486750065876662,-0.2228227915176209,-0.3488786026713751,-0.37425347655731533,-0.285815171811147,-0.24334521641510112,-0.3644791452863452,-0.2558582711126095,-0.2538291662047839
neg_root_mean_squared_error,21,-0.38016931942854915,-0.2625107808211327,-0.28074773562442606,-1.1082475814009933,-0.4814226167605544,-0.26993994822643147,-0.30532799499989377,-0.4193188141294057,-0.5018758501381122,-0.2803421879663846,-0.3914556636016141,-0.4710747116452043,-0.4084425853090316,-0.34141542076108394
neg_root_mean_squared_error,22,-0.37088441037729036,-0.3158342006789219,-0.27534408138213523,-0.946249034625195,-0.3550314697980178,-0.28555953855360316,-0.27429013712168143,-0.3776428556375233,-0.35597636345589045,-0.295798146564354,-0.3446763333836907,-0.35851520287013877,-0.34064495565453556,-0.3339492879106281
neg_root_mean_squared_error,23,-0.3495135292401334,-0.25190062976855404,-0.22970062249499218,-1.0880632882922794,-0.36973479193657965,-0.29710120254022104,-0.2322047405824222,-0.4389432901317385,-0.37503727112756374,-0.30086320589728477,-0.26203532664977547,-0.36448918065587266,-0.3973461044811298,-0.2902819442631007
neg_root_mean_squared_error,24,-0.34561423185611145,-0.24109537079431134,-0.21873885259701364,-1.0880909381461188,-0.37432391493904044,-0.2608843257855155,-0.24319851387552807,-0.40598929680499357,-0.36143837534654016,-0.26075734904067804,-0.32230764419967034,-0.3838509799175155,-0.38312485642475025,-0.25044807950532405
neg_root_mean_squared_error,25,-0.31065586796618844,-0.21496421940119492,-0.22439639052328317,-0.8596184602376835,-0.35785981004246054,-0.24402444241640753,-0.2098925064361422,-0.2776388997955404,-0.369611729885073,-0.21010289563915027,-0.27480058368708143,-0.34251430691494467,-0.24823360760500013,-0.24667339189434787
neg_root_mean_squared_error,mean,-0.3683072813106864,-0.2709277161893149,-0.26328999574669526,-1.018179356101855,-0.4054024213265677,-0.28274893993974587,-0.2750585669802584,-0.4165157023853114,-0.41130875325870525,-0.28448301787124375,-0.323917732180165,-0.4006614663524025,-0.3643619050012071,-0.3111063412962332
neg_root_mean_squared_error,median,-0.3495135292401334,-0.25190062976855404,-0.25426812102428187,-1.0278342706473718,-0.37432391493904044,-0.2652795453453266,-0.25810764796533586,-0.40598929680499357,-0.40520580959436925,-0.285815171811147,-0.30066061631607194,-0.3838509799175155,-0.34064495565453556,-0.30591290004286753
neg_root_mean_squared_error,std,0.0494777222241577,0.06431525122712504,0.05131425263000464,0.11388970629209329,0.06600463404248805,0.06004135318072871,0.06500377653867312,0.10433503494153877,0.06183949323039039,0.04191842986436996,0.07222047413916916,0.06695761420075019,0.10344938841689655,0.07477496629544433
r2,1,0.8651787207058115,0.8844011338224106,0.915575016205786,-0.07628423511703186,0.758655173773104,0.8845745221747574,0.8714020918421042,0.6547918731116905,0.7760132728857078,0.9045801807162203,0.8636628348889247,0.7517492010525264,0.6981733335553668,0.8686575889587402
r2,2,0.8710771078968393,0.9241798399553047,0.9167880105647129,-0.001012619227466871,0.8335430590035943,0.909925001227788,0.9183375192004928,0.8160196073727761,0.8084065063800443,0.9103347715182727,0.889822023898955,0.8437605654097721,0.8661079895832553,0.9094892740249634
