ECFP2,ECFP4,ECFP6,FCFP2,FCFP4,FCFP6,MACCS,RDK5,RDK6,RDK7,avalon,mordred,pubchem,rdkdes
1.0,1.0,0.09855325561013965,0.37695809800624813,7.085159578123596e-07,0.00067914244170676,0.0022430207902709195,2.5188335630564613e-08,1.7710841864613784e-10,4.2077346142875654e-14,1.7710841864613784e-10,4.1477262230012094e-16,1.7476944010351342e-06,3.6657739844823925e-15
1.0,1.0,1.0,1.0,0.0003192336582169562,0.07089818954968552,0.16388477223582465,1.965342607926072e-05,2.8480112179001964e-07,1.7710841864613784e-10,2.8480112179001964e-07,2.6375344143127684e-12,0.00067914244170676,1.9324817967845134e-11
0.09855325561013965,1.0,1.0,1.0,0.22221440814213653,1.0,1.0,0.04133174398835728,0.0019368620439153853,6.683824694719437e-06,0.0019368620439153853,2.2671161406722009e-07,0.34231264840557546,1.1157621458938203e-06
0.37695809800624813,1.0,1.0,1.0,0.05482992333295985,1.0,1.0,0.006187614306273378,0.00022838515131685532,4.475293083414143e-07,0.00022838515131685532,1.1893559813862848e-08,0.09097177714407728,6.762222497109491e-08
7.085159578123596e-07,0.0003192336582169562,0.22221440814213653,0.05482992333295985,1.0,1.0,1.0,1.0,1.0,0.3101468286589621,1.0,0.05482992333295985,1.0,0.12751684189418805
0.00067914244170676,0.07089818954968552,1.0,1.0,1.0,1.0,1.0,1.0,0.20920371108933103,0.003147002100871682,0.20920371108933103,0.00022838515131685532,1.0,0.0007951209220079377
0.0022430207902709195,0.16388477223582465,1.0,1.0,1.0,1.0,1.0,0.7219158398120893,0.09097177714407728,0.0009438333555657122,0.09097177714407728,5.5837009962466745e-05,1.0,0.00022838515131685532
2.5188335630564613e-08,1.965342607926072e-05,0.04133174398835728,0.006187614306273378,1.0,1.0,0.7219158398120893,1.0,1.0,1.0,1.0,0.28037661608688014,1.0,0.5906800030500126
1.7710841864613784e-10,2.8480112179001964e-07,0.0019368620439153853,0.00022838515131685532,1.0,0.20920371108933103,0.09097177714407728,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.2077346142875654e-14,1.7710841864613784e-10,6.683824694719437e-06,4.475293083414143e-07,0.3101468286589621,0.003147002100871682,0.0009438333555657122,1.0,1.0,1.0,1.0,1.0,0.20920371108933103,1.0
1.7710841864613784e-10,2.8480112179001964e-07,0.0019368620439153853,0.00022838515131685532,1.0,0.20920371108933103,0.09097177714407728,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.1477262230012094e-16,2.6375344143127684e-12,2.2671161406722009e-07,1.1893559813862848e-08,0.05482992333295985,0.00022838515131685532,5.5837009962466745e-05,0.28037661608688014,1.0,1.0,1.0,1.0,0.030954238791990187,1.0
1.7476944010351342e-06,0.00067914244170676,0.34231264840557546,0.09097177714407728,1.0,1.0,1.0,1.0,1.0,0.20920371108933103,1.0,0.030954238791990187,1.0,0.08038828740488105
3.6657739844823925e-15,1.9324817967845134e-11,1.1157621458938203e-06,6.762222497109491e-08,0.12751684189418805,0.0007951209220079377,0.00022838515131685532,0.5906800030500126,1.0,1.0,1.0,1.0,0.08038828740488105,1.0
