mordred,rdkdes,pubchem,MACCS,RDK7,RDK6,avalon,FCFP4,FCFP2,RDK5,FCFP6,ECFP6,ECFP2,ECFP4
1.0,0.9,0.5119061039685047,0.08049998978867867,0.028497605683643568,0.00858366085150808,0.001722381638431747,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.9,1.0,0.5169176808722493,0.08230854717460734,0.029251419961862535,0.00883539449969406,0.0017792888184920974,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.5119061039685047,0.5169176808722493,1.0,0.9,0.9,0.9,0.7641174160092575,0.44851552379812354,0.23525610428864685,0.20638296991862792,0.04657107624483303,0.001,0.001,0.001
0.08049998978867867,0.08230854717460734,0.9,1.0,0.9,0.9,0.9,0.9,0.7834434561225277,0.7463839512361712,0.3863131218584823,0.001,0.001,0.001
0.028497605683643568,0.029251419961862535,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.6095496116323893,0.001,0.001,0.001
0.00858366085150808,0.00883539449969406,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.8272452643018191,0.002507790712033442,0.001,0.001
0.001722381638431747,0.0017792888184920974,0.7641174160092575,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.011985676244480992,0.001,0.001
0.001,0.001,0.44851552379812354,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.06081981488791732,0.0011329357599755285,0.001
0.001,0.001,0.23525610428864685,0.7834434561225277,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.15139965575065983,0.0044112762311550036,0.001
0.001,0.001,0.20638296991862792,0.7463839512361712,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.1749687445111191,0.005528338509880437,0.001
0.001,0.001,0.04657107624483303,0.3863131218584823,0.6095496116323893,0.8272452643018191,0.9,0.9,0.9,0.9,1.0,0.5069054187272293,0.038447711283245534,0.001
0.001,0.001,0.001,0.001,0.001,0.002507790712033442,0.011985676244480992,0.06081981488791732,0.15139965575065983,0.1749687445111191,0.5069054187272293,1.0,0.9,0.5270796349794271
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0011329357599755285,0.0044112762311550036,0.005528338509880437,0.038447711283245534,0.9,1.0,0.9
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.5270796349794271,0.9,1.0
