group1,group2,meandiff,lower,upper,p-adj,group1_mean,group2_mean
GradientBoostingRegressor,XGBRegressor,0.0009507574647099615,-0.012547309940761657,0.01444882487018158,0.9,0.8946404303865297,0.8936896729218197
GradientBoostingRegressor,AdaBoostRegressor,0.0024496476045858806,-0.011048419800885738,0.015947715010057498,0.9,0.8946404303865297,0.8921907827819437
GradientBoostingRegressor,RandomForestRegressor,0.002576849810471904,-0.010921217594999715,0.01607491721594352,0.9,0.8946404303865297,0.8920635805760577
GradientBoostingRegressor,Anova,0.003578730795706364,-0.009919336609765255,0.01707679820117798,0.9,0.8946404303865297,0.891061699590823
GradientBoostingRegressor,ExtraTreesRegressor,0.00550343370146178,-0.00799463370400984,0.019001501106933397,0.9,0.8946404303865297,0.8891369966850678
GradientBoostingRegressor,MutualInformation,0.012649423808850924,-0.0008486435966206952,0.02614749121432254,0.0860777493225865,0.8946404303865297,0.8819910065776787
GradientBoostingRegressor,NoFS,0.02189339003703128,0.00839532263155966,0.0353914574425029,0.001,0.8946404303865297,0.8727470403494983
GradientBoostingRegressor,LassoCV,0.03743931732567629,0.023941249920204674,0.05093738473114791,0.001,0.8946404303865297,0.8572011130608534
XGBRegressor,AdaBoostRegressor,0.0014988901398759191,-0.0119991772655957,0.014996957545347538,0.9,0.8936896729218197,0.8921907827819437
XGBRegressor,RandomForestRegressor,0.0016260923457619425,-0.011871975059709676,0.015124159751233561,0.9,0.8936896729218197,0.8920635805760577
XGBRegressor,Anova,0.0026279733309964026,-0.010870094074475216,0.01612604073646802,0.9,0.8936896729218197,0.891061699590823
XGBRegressor,ExtraTreesRegressor,0.004552676236751818,-0.0089453911687198,0.018050743642223435,0.9,0.8936896729218197,0.8891369966850678
XGBRegressor,MutualInformation,0.011698666344140962,-0.0017994010613306567,0.02519673374961258,0.14794289662637616,0.8936896729218197,0.8819910065776787
XGBRegressor,NoFS,0.020942632572321318,0.007444565166849699,0.034440699977792935,0.001,0.8936896729218197,0.8727470403494983
XGBRegressor,LassoCV,0.03648855986096633,0.022990492455494713,0.04998662726643795,0.001,0.8936896729218197,0.8572011130608534
AdaBoostRegressor,RandomForestRegressor,0.00012720220588602338,-0.013370865199585595,0.013625269611357642,0.9,0.8921907827819437,0.8920635805760577
AdaBoostRegressor,Anova,0.0011290831911204835,-0.012368984214351135,0.014627150596592102,0.9,0.8921907827819437,0.891061699590823
AdaBoostRegressor,ExtraTreesRegressor,0.003053786096875899,-0.01044428130859572,0.016551853502347516,0.9,0.8921907827819437,0.8891369966850678
AdaBoostRegressor,MutualInformation,0.010199776204265043,-0.0032982912012065758,0.02369784360973666,0.30629483218007714,0.8921907827819437,0.8819910065776787
AdaBoostRegressor,NoFS,0.0194437424324454,0.00594567502697378,0.032941809837917016,0.001,0.8921907827819437,0.8727470403494983
AdaBoostRegressor,LassoCV,0.03498966972109041,0.021491602315618794,0.04848773712656203,0.001,0.8921907827819437,0.8572011130608534
RandomForestRegressor,Anova,0.0010018809852344601,-0.012496186420237159,0.014499948390706079,0.9,0.8920635805760577,0.891061699590823
RandomForestRegressor,ExtraTreesRegressor,0.0029265838909898756,-0.010571483514481743,0.016424651296461493,0.9,0.8920635805760577,0.8891369966850678
RandomForestRegressor,MutualInformation,0.01007257399837902,-0.003425493407092599,0.023570641403850637,0.322894893379329,0.8920635805760577,0.8819910065776787
RandomForestRegressor,NoFS,0.019316540226559376,0.005818472821087757,0.03281460763203099,0.001,0.8920635805760577,0.8727470403494983
RandomForestRegressor,LassoCV,0.03486246751520439,0.02136440010973277,0.048360534920676004,0.001,0.8920635805760577,0.8572011130608534
Anova,ExtraTreesRegressor,0.0019247029057554155,-0.011573364499716203,0.015422770311227034,0.9,0.891061699590823,0.8891369966850678
Anova,MutualInformation,0.00907069301314456,-0.004427374392327059,0.022568760418616177,0.4726432219915223,0.891061699590823,0.8819910065776787
Anova,NoFS,0.018314659241324915,0.004816591835853297,0.03181272664679653,0.0010644577098078978,0.891061699590823,0.8727470403494983
Anova,LassoCV,0.03386058652996993,0.02036251912449831,0.047358653935441544,0.001,0.891061699590823,0.8572011130608534
ExtraTreesRegressor,MutualInformation,0.007145990107389144,-0.006352077298082475,0.02064405751286076,0.7418336233073419,0.8891369966850678,0.8819910065776787
ExtraTreesRegressor,NoFS,0.0163899563355695,0.002891888930097881,0.029888023741041117,0.005736760789497475,0.8891369966850678,0.8727470403494983
ExtraTreesRegressor,LassoCV,0.03193588362421451,0.018437816218742895,0.04543395102968613,0.001,0.8891369966850678,0.8572011130608534
MutualInformation,NoFS,0.009243966228180356,-0.004254101177291263,0.022742033633651973,0.44651518386124744,0.8819910065776787,0.8727470403494983
MutualInformation,LassoCV,0.024789893516825368,0.011291826111353749,0.038287960922296985,0.001,0.8819910065776787,0.8572011130608534
NoFS,LassoCV,0.015545927288645012,0.002047859883173393,0.02904399469411663,0.011331042531406266,0.8727470403494983,0.8572011130608534
